Company,Sector,Stage,Amount($),HeadQuater,What it does,year,Founded,HeadQuarter,Founders,Investor,What_it_does,column10,Company_Brand
Imstrong,Fitness,Seed Round,400000.0,,,2020,2019.0,Bangalore,"Dilip Kumar, Selvan Thamarai, Deepti Nair",Rainmatter,It is an online and live video-streaming platform that allows trainers and fitness enthusiasts to connect and engage in interactive online classes.,,
Craftsvilla,Marketplace,,3900000.0,,,2020,,Mumbai,Monica Gupta. Manoj Gupta,Supera Investments,Online marketplace for ethnic wear,,
Rupifi,Fintech,Pre seed round,,,,2020,2020.0,Bangalore,"Anubhav Jain, Ankit Singh, Jawaid Iqbal","Ashneer Grover, Kunal Shah, Ramakant Sharma",Offers financial products for SMEs,,
SnackAmor,Food,Seed Round,,,,2020,,Mumbai,Deepak Grover,Undisclosed,It offers various healthy snacks,,
Zealthy,Healthtech,Seed Round,,,,2020,2019.0,Bangalore,"Rishi Malhotra, Akhil Gupta","KYT Ventures, First Cheque, AngelList","It connects women to healthproviders for specialities like infertility, maternity etc.,",,
CoinDCX,Fintech,Series A,3000000.0,,,2020,,,Sumit Gupta,"Polychain Capital, Bain Capital Ventures, HDR Group",A cryptocurrency trading platform,,
NuNu TV,Media,,670000.0,,,2020,,,,Risers Accelerators,Kids-focussed Youtube channel,,
QTalk,Technology,Seed Round,1600000.0,,,2020,,Bangalore,"Sagar Modi, Advaith Vishwanath","Accel India, Lightspeed Venture Partners",Smart Phone Dialer,,
Shadez,Interior & decor,Seed Round,100000.0,,,2020,2018.0,Mumbai,"Adarsh Anand, Amit Tiwari",Inflection Point Ventures,Paint Company,,
Excess2Sell,Ecommerce,,1000000.0,,,2020,,Mumbai,Rajan Sharma,Gautham Madhavan,B2B Marketplace for Overstock & Surplus Inventory,,
Stanplus,Healthtech,Pre series A,1500000.0,,,2020,2016.0,Hyderabad,Prabhdeep Singh,Pegasus FinInvest,Ambulance service,,
Pitstop,Automobile,Series A,2500000.0,,,2020,,Bangalore,Mihir Mohan mishra,TPG-backed Group Landmark,Doorstep car service,,
Univariety,Edtech,,1100000.0,,,2020,2015.0,Hyderabad,Jaideep Gupta,Info Edge,Online marketplace that provides career counselling and college guidance,,
Peel Works,SaaS,"Series C, D",,,,2020,2010.0,Mumbai,"Sachin Chhabra, Nidhi Ramachandran",CESC Ventures,E-commerce for corner/retail stores.,,
CoreStack,Technology,Series A,8500000.0,,,2020,2016.0,Chennai,"Ezhilarasan Natarajan, Sabapathy Arumugam, Krishnakumar Narayanan, Thiruvalluvar NB",Naya Ventures,Enterprise cloud governance technology startup,,
Vivriti Capital,Fintech,Series B,50000000.0,,,2020,2017.0,Chennai,"Gaurav Kumar, Vineet Sukumar",LGT Lightstone Aspada,Digital lending startup,,
Agnikul,Spacetech,Pre series A,3148000.0,,,2020,,Chennai,Srinath Ravichandran,pi Ventures,"It designs, fabricates, tests and launch orbital class launch vehicles",,
Fintso,Fintech,,2600000.0,,,2020,2020.0,,"George Mitra, Rajan Pathak","Rajeev Juneja, Pratul Shroff, Dilip Khandelwal, Piyush Gupta",Wealth management platform,,
Khatabook,Fintech,,,,,2020,,Bangalore,Ravish Naresh,Mahendra Singh Dhoni,It helps SMEs to maintain their accounts and ledger online.,,
Smart Coin,Fintech,Series A,7000000.0,,,2020,2015.0,,"Amit Chandel, Rohit Garg, Vinay Kumar, Jayant Upadhyay",LGT LightstoneAspada,Consumer lending startup,,
ZunRoof,Cleantech,Series A,3000000.0,,,2020,2016.0,Gurugram,"Pranesh Chaudhary, Sushant Sachan",Godrej Investments,"It specialises in solar rooftop design, installation, and management using technology",,
Shop101,Social e-commerce,Series C,3900000.0,,,2020,2015.0,,"Abhinav Jain, Aditya Gupta","Stellaris Venture Partners, Unilever Ventures, Kalaari Capital, Vy Capital",Enables entrepreneurs to sell online,,
OM Bhakti,FMCG,Seed Round,,,,2020,,Bangalore,"Sridhar Joshi, Prashant Kulkarni",Venture Catalysts,A puja cotton-wicks manufacturing startup,,
Lal10,B2B,,1100000.0,,,2020,2016.0,Uttar Pradesh,"Maneet Gohil, Sanchit Govil, Albin Jose",Sorenson Impact,It helps Indian artisans and SMEs reach out to global retailers,,
Anaxee Digital Runner,Tech,,,,,2020,2016.0,Indore,"Govind Agrawal, Arti Agrawal",Orios Venture Partners,A tech-enabled ID verification and data collection startup,,
CollegeKhabri,Edtech,,,,,2020,2019.0,Bhopal,Arshi Khan,Vishal Dixit,Platform is an end-to-end college and career counselling platform for students,,
Ola Electric,eMobility,,1000000.0,,,2020,,Bangalore,"Ankit Jain, Anand Shah",Pawan Munjal Family Trust Fund,Electric vehicle,,
Multi Living,Real Estate,,6000000.0,,,2020,,Mumbai,Pankaj Singh,Lodha Ventures,"It curates apartments from the homeowners, performs the quality check and offers the homes with built-in services to the potential tenants",,
FamPay,Fintech,Seed Round,4700000.0,,,2020,,Bangalore,Kush Taneja,"Y Combinator, Venture Highway, Sequoia India, Global Founders Capital","It allows parents to send money to their kids below the age of 18, which they can spend securely under parent supervision.",,
UnboxRobotics Labs,Automation tech,Seed Round,500000.0,,,2020,,Bangalore,Pramod Ghadge,"Arali Ventures, CIIE.CO",Automated flexible parcel sorting solutions for logistics providers,,
Karbon Card,Fintech,Seed Round,2000000.0,,,2020,,Bangalore,"Pei-fu Hsieh, Amit Jangir","Kunal Shah, Amrish Rau, Jitendra Gupta",Specialisde corporate cards for startups,,
Airmeet,Media & Networking,,3000000.0,,,2020,,Bangalore,"Lalit Mangal, Vinay Jaasti, Manoj Singh",Accel India,"A platform to host, discover, and attend fully remote events like conferences and professional meet-ups",,
Innerchef,Foodtech,,1000000.0,,,2020,,Gurgaon,Rajesh,Mistletoe,Cloud kitchen platform,,
Epigamia,FMCG,Series C,,,,2020,2015.0,Mumbai,Rohan Mirchandani,KA Enterprise,Flavoured and greek yoghurt brand,,
StyleNook,Ecommerce,,,,,2020,,Mumbai,Lathika Pai,"Lead Angels Network, Stanford Angels",Marketplace for fashionable apparel,,
Callido Learning,Edtech,,,,,2020,,Mumbai,Sriram Subramanian,Education Catalyst Fund,Provides a structured educational approach to critical thinking and problem solving skills,,
Soxytoes,Ecommerce,,,,,2020,,Delhi,"Vidushi Kajaria, Aayush Goenka",Angel network,Online store to buy various types of socks including funky and colorful socks,,
F5,E-market,Seed Round,,,,2020,2018.0,Delhi,"Raghav Arora, Lalit Kumar Aggarwal",LetsVenture investors,Retail Aggregator,,
Paper Boat,Food & Beverages,,4049500.0,,,2020,2013.0,Bangalore,"Neeraj Kakkar, James Nutall, Suhas Misra, Neeraj Biyani","Advent Management, A91 Emerging Fund, Trifecta Venture",Ecommerce platform for beverages and snacks,,
Strata,Proptech,Seed Round,1500000.0,,,2020,2019.0,Bangalore,"Sudarshan Lodha, Priyanka Rathore","SAIF Partners, Mayfield India",Real estate investment platform,,
Salesken,AI & Data science,Series A,8000000.0,,,2020,,Bangalore,"Sreeraman Vaidyanathan, Surga Thilakan",Sequoia India,Provides sales professionals with intelligence on various aspects of the sales pitch,,
Arya,Agritech,Series B,6000000.0,,,2020,,Noida,Prasanna Rao,LGT Lightstone Aspada,Provides post-harvest services across the agricultural value chain,,
Leap Finance,Fintech,,5500000.0,,,2020,,Bangalore,"Vaibhav Singh, Arnav Kumar",Sequoia India,Provides education loans to students based on the student’s future income,,
Sleepy Owl,Beverages,,,,,2020,2016.0,Delhi,"Ajai Thandi, Arman Sood, Ashwajeet Singh",Rukam Capital,"It sells ready to drink cold brew coffees, brew boxes and packs.",,
Tricog,Healthtech,Series B,10500000.0,,,2020,2015.0,Bangalore,"Charit Bhograj, Zainul Charbiwala, Udayan Dasgupta, Abhinav Gujjar","UTEC-The University of Tokyo Edge Capital, Aflac Ventures, LLC, Dream Incubator, TeamFund",Provides virtual cardiology services through its AI-powered healthcare platforms,,
GogoBus,Travel tech,,,,,2020,,Delhi,Amit Gupta,Ixigo,Inter-City Mobility Startup,,
Trell,Social e-commerce,Pre series A,4000000.0,,,2020,2016.0,Bangalore,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba, Nirav Sheth","Sequoia’s Surge, Fosun RZ",Allows users to share their travel experiences,,
Spaciya Consultants,Real Estate,Pre series A,500000.0,,,2020,,Noida,Ajit Panda,Alok Garg,Real estate consultancy firms,,
Bounce,Automotive and Rentals,,6500000.0,,,2020,2014.0,Bangalore,"Vivekananda Hallekere, Anil Giri Raju, Arun Agni",InnoVen Capital,Offers a variety of bikes and scooters that can be rented on a subscription basis,,
Neeman,Ecommerce,Pre series A,1000000.0,,,2020,2017.0,,"Taran Chhabra, Amar Preet Singh",Anicut Angel Fund,An eco-conscious footwear brand making comfortable shoes using Merino Wool,,
Chqbook,Fintech,Series A,5000000.0,,,2020,2017.0,Gurugram,"Vipul Sharma, Rajat Kumar, Sachin Arora, Mohit Goel",Aavishkaar Capital,"Marketplace for small business owners, offering them products around lending, credit cards etc",,
SMEcorner,Fintech,Series B,30000000.0,,,2020,2014.0,Mumbai,"Bhatia, Sneha Shah",Paragon Partners,Financial lending firm to SMEs,,
Oda Class,Edtech,Pre series A,,,,2020,,Bangalore,"Li Yong, Shushant Srivastava",Yuanfudao,"It offers content and material via video, adopting a dual-teacher model with IIT and NIT alumni",,
Spinny,E-tail,Series B,43700000.0,,,2020,2015.0,Haryana,"Niraj Singh, Mohit Gupta, Ramanshu Mahuar","Nandan Nilekani, Sanjeev Aggarwal",Used car retailing platform,,
goStops,Accomodation,,,,,2020,2012.0,Delhi,"Pallavi Agarwal, Pankaj Parwanda",Atraxn Partners.,A premium chain of youth hostels catering to the millennials,,
Umeed Housing,Fintech,Series D,23000000.0,,,2020,,Haryana,Ashutosh Sharma,Morgan Stanley Private Equity Asia,Housing finance company,,
Vogo,Automotive,Series C,20000000.0,,,2020,2016.0,Bangalore,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,,
Flick Stree,AI & Media,Series A,3000000.0,,,2020,,Mumbai,Saurabh Singh,Samsung Venture Investment,Artificial intelligence-based video publishing network,,
Qure ai,Healthtech,,16000000.0,,,2020,2016.0,Mumbai,"Prashant Warier, Pooja Rao",Sequoia India,Provides interpretations of radiology scans,,
MinionLabs,Machine Learning,,,,,2020,,Bangalore,Gokul Shrinivas,Indian Angel Network,It leverages a Machine Learning-based approach to generate a comprehensive report on predictive analytics,,
Josh Talks,Media,Pre series A,1500000.0,,,2020,2015.0,Haryana,"Supriya Paul, Shobhit Banga",Media Development Investment Fund,Community of young individuals providing a platform to showcase their stories,,
PhoneParLoan,Fintech,,,,,2020,2015.0,Delhi,Ringaile Noq,Accelerator MOX,Provides easy loans,,
RailYatri,Travel,,13800000.0,,,2020,2011.0,Noida,"Manish Rathi, Kapil Raizada, Sachin Saxena","Nandan Nilekani, Samsung Venture Investment Corporation",A complete Indian railways app,,
AjnaLens,Deeptech,Pre series A,1500000.0,,,2020,2014.0,Thane,"Pankaj Raut, Abhishek Tomar, Abhijit Patil","Maharashtra Defence, Aerospace Venture Fund (MDAVF)","It leverages technologies such as AR, VR & AI to offer hardware in areas such as education and defence",,
Pepper,Content Marktplace,Seed funding,306900.0,,,2020,2017.0,Mumbai,Anirudh Singla and Rishabh Shekhar,"Kunal Bahl, Rohit Bansal",End to end content creation platform,,
Rupeek,Fintech,,30000000.0,,,2020,2015.0,Bangalore,"Amar Prabhu, Ashwin Soni, Sumit Maniyar","GGV Capital, Bertelsmann India Investments, Binny Bansal, Sequoia India, Accel Partners",An asset backed online lending platform,,
iMerit,IT,Series B,20000000.0,,,2020,2012.0,Kolkata,Radha Basu,CDC Group Plc,Turns information into data that is usable for machine learning processes,,
BharatPe,Fintech,Series C,75000000.0,,,2020,2018.0,Delhi,Ashneer Grover,Ribbit Capital,Digital payments platform,,
Invideo,Visual Media,,2500000.0,,,2020,,,Sanket Shah,Sequoia Capital’s Surge,Video production and editing platform,,
AvalonMeta,Edtech,,420000.0,,,2020,2017.0,,"Varun Mayya, Shashank Udupa, Abhinav Arora",Peerplays,It combines higher education and competitive gaming,,
Near Store,Ecommerce,Seed Round,300000.0,,,2020,,Mumbai,,Sauce.vc,Enables a shop to create an online presence,,
ElecTorq,Automobile,,,,,2020,,Delhi,Anubhav Sharma,AdvantEdge,Electric vehicle startup,,
Prayaan Capital,Fintech,Seed Round,1200000.0,,,2020,,Chennai,"Madhan Mohan , Akash Chelvam",Accion Venture Lab,"NBFC that lends to micro, small, and medium-sized enterprises (MSMEs)",,
Sanfe,Hygiene,Pre series A,1100000.0,,,2020,,Delhi,"Archit Agarwal, Harry Sehrawat","SucSEED Venture Partners, BIRAC, Elixir Pharma, Titan Capital",Women health care and wellness product,,
Go Desi,Foodtech,Seed Round,627300.0,,,2020,2018.0,Delhi,Vinay Kothari,Rukam Capital,Provides traditional delicacies,,
Swiggy,Foodtech,Series A,113000000.0,,,2020,2014.0,Bangalore,"Nandan Reddy, Sriharsha Majety, Rahul Jaimini",Prosus N.V,Platform to order food online from restaurants and getting it delievered,,
Whatfix,SaaS,Series C,32000000.0,,,2020,2014.0,Banglore,"Khadim Batti, Vara Kumar",Sequoia Capital India,"Digital adoption platform that helps companies provide intuitive onboarding, training and support",,
Unacademy,Edtech,Series E,110000000.0,,,2020,2010.0,Bangalore,"Gaurav Munjal, Roman Saini, Hemesh Singh","Facebook, General Atlantic, Sequoia India, Nexus Venture Partners, Steadview Capital, Blume Ventures",Platform that offers online education in India,,
Zvesta,Proptech,,5500000.0,,,2020,2015.0,Gurugram,"Rajan Dang, Anushree Srivastava",Hindustan Media Ventures,An online platform where users can search and buy properties listed by developers and brokers,,
Dunzo,Logistics,,11000000.0,,,2020,2014.0,Bangalore,Kabeer Biswas,Alteria Capital,India-based hyperlocal delivery startup,,
Digit Insurance,Insurtech,,340000.0,,,2020,,Bangalore,Kamesh Goyal,"Virat Kohli, Anushka Sharma",General Insurance Company,,
Yolo,Transport,Seed funding,600000.0,,,2020,2019.0,Gurugram,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed,Intercity transportation,,
SmartVizX,VR & SaaS,Pre series A,1397000.0,,,2020,2015.0,,"Tithi Tewari, Gautam Tewari",Rockstud Capital,It developed India’s first VR-based design communication and collaboration product Trezi,,
MaxWholesale,Ecommerce,Series A,3000000.0,,,2020,2016.0,Delhi,Samarth Agrawal,"IAN Fund-I,  Al Falaj Investment Company (AFI)",B2B ecommerce platform for kirana stores,,
Carbon Clean,Cleantech,,16000000.0,,,2020,2009.0,,"Aniruddha Sharma, Prateek Bumb","WAVE Equity Partners, Chevron Technology Ventures, Marubeni Corporation.",Develops affordable carbon capture technology,,
Onsitego,Sales & Services,Series B,19000000.0,,,2020,,,Mahipal,Zodius Growth Fund,It offers post-purchase services through a network of brand authorised service centres throughout the country,,
Genius Corner,Edtech,,250000.0,,,2020,2014.0,Noida,"Vishal Khatter, Dheeraj Khatter, Dipak Varshney","Mahesh Mohta, Jyoti Arora, Nachu Subramanian, Srivats",Framework to enable personalised learning using artificial intelligence (AI) and machine learning (ML).,,
PlanetSpark,Edtech,,448500.0,,,2020,2016.0,Gurugram,"Maneesh Dhooper, Kunal Malik","Indian Angel Network, Lead Angels, Hyderabad Angels",Provides neighbourhood learning zones where children learn and develop 'new-age' skills under one roof,,
CamCom,AI & Deep learning,,,,,2020,2017.0,Bangalore,"Ajith Nayar, Umesh, Mahesh Subramanian","Triton Investment Advisors,",AI automation platform for enterprise quality control,,
Simsim,Social Commerce,Series B,8000000.0,,,2020,,Bangalore,Amit Bagaria,"Accel Partners, Shunwei Capital, Good Capital",It enables community opinion influencers to sell products to thousands of micro-communities in India,,
Shuttl,Transport,Series C,7975700.0,,,2020,2015.0,Delhi,"Amit Singh, Deepanshu Malviya",SIG Global India Fund,App based bus aggregator serice,,
HooLiv,Housing & Rentals,,,,,2020,,Delhi,"Chinmoy Mishra, Gaurav Vij, and Abhishek Verma",Kolte-Patil Family Office,Student Co-living startup,,
ClassMonitor,Edtech,,,,,2020,,Indore,"Vijeet Pandey, Vikas Rishishwar",Ashwin Khorana,The learning platform that blends curriculum-based activities for children,,
Friyey,Co-working,,,,,2020,,Pune,Yogesh Thore,Tarun Bhalla,Co working space startup,,
Oga,Fitness,,330000.0,,,2020,,Bangalore,Ashish Rawat,Inflection Point Ventures,Provides interactive fitness experience to people across the world,,
Big Basket,Estore,,3500000.0,,,2020,,Bangalore,"Abhinay Choudhari, Hari Menon, Vipul Parekh, VS Sudhakar",Trifecta Capital,Online grocery store,,
CYFIRMA,SaaS,Series A,,,,2020,,Bangalore,Ritesh Kumar,Z3 Partners,Offer cybersecurity services,,
Innoviti,,,5000000.0,,,2020,,Bangalore,Rajeev Agrawal,FMO,Digital payments solutions company,,
Paytm money,Fintech,,5600000.0,,,2020,2010.0,Bangalore,Vijay Shekhar Sharma,One97 Communications,Wealth Management,,
Vedantu,Edtech,Series C,24000000.0,,,2020,,Bangalore,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",GGV Capital,Onine learning platform,,
Yap,Fintech,,1402000.0,,,2020,,Chennai,"Madhusudanan R, Muthukumar and Prabhu","Amrish Rau, Kunal Shah, Jitendra Gupta",Banking and payment products-focused API platform,,
Clover,Agritech,Series A,5500000.0,,,2020,,Bangalore,"Avinash BR, Gururaj Rao, Arvind Murali, Santhosh Narasipura","Omnivore, Accel Partners, Mayfield",Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,,
Nova Credit,Fintech,Series B,50000000.0,,,2020,,,Nicky Goulimis,"Kleiner Perkins, Canapi Ventures, Index Ventures, Nyca Partners, General Catalyst.",Cross-border consumer credit startup,,
CodingNinjas,Edtech,Series A,5200000.0,,,2020,2016.0,Delhi,"Singla, Kannu Mittal, Dhawal Parate",Info Edge Ltd,Online learning platform,,
Furlenco,Ecommerce,Series C,2200000.0,,,2020,2011.0,Bangalore,Ajith Mohan Karimpana,Chowdry Associates,Furniture rental startup,,
Brick&Bolt,,Pre series A,1500000.0,,,2020,2018.0,Bangalore,"Jayesh Rajpurohit, Arpit Rajpurohit",Surge,Operates in the residential construction space,,
HempStreet,Healthtech,Pre series A,1000000.0,,,2020,2019.0,,Abhishek Mohan,Pharmacon Holdings,Manufacturer of ayurvedic medicines based on cannabis,,
MoEngage,Marketing,Series C,25000000.0,,,2020,,Bangalore,"Raviteja Dodda, Yashwanth Kumar",Eight Roads Ventures,Customer analytics and cross-channel engagement platform,,
Classplus,Edtech,Pre series A,2500000.0,,,2020,2018.0,,"Rustagi, Bhaswat Agarwal","Blume Ventures, Sequoia",It allows coaching centres to take their brick-and-mortar setup online,,
Chaayos,Beverages,,21500000.0,,,2020,2012.0,,"Nitin Saluja, Raghav Verma",Think Investment,Provides customised range of tea,,
